title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,image
Surat dari Praha,2016,"A girl named Larasati (Julie Estelle), trying to fulfill her deceased mother's last wish to deliver a box filled with letters from her past to an old guy lived in Prague. A story about forgiveness, tying loose end and bond.",Drama,R,7.2,262.0,Indonesian,Angga Dwimas Sasongko,"['Julie Estelle', 'Tio Pakusadewo', 'Rio Dewanto', 'Widyawati', 'Chicco Jerikho', 'Jajang C. Noer', 'Shafira Umm', nan, nan, nan, nan, nan, nan, nan, nan]",97.0,13.0,
Turah,2016,The residents of Kampung Tirang live in dilapidated shacks just to earn for their next meal. The hardworking and reliable Turah has been appointed by the cooperative leader to tend to ...,Drama,13+,7.7,59.0,Indonesian,Wicaksono Wisnu Legowo,"['Ubaidillah', 'Slamet Ambari', 'Yono Daryono', 'Rudi Iteng', 'Narti Diono', 'Cartiwi', 'Muhammed Riziq', 'Siti Khalimatus Sadiyah', 'Aminah', 'M. Ilham Maulana', 'Bontot Sukandar', 'Sulistyo Kusumawati', 'Firman Hadi', 'Lukman Jiwa', 'Bambang Suwidagdo']",83.0,13.0,
What's Up with Love 2,2016,"14 years after their budding romance in high school, Rangga and Cinta reunite in Yogyakarta to have their closure after Rangga had left Cinta with no explanation years prior.",Drama,13+,7.4,1650.0,Indonesian,Riri Riza,"['Nicholas Saputra', 'Dian Sastrowardoyo', 'Titi Kamal', 'Adinia Wirasti', 'Sissy Priscillia', 'Dennis Adhiswara', 'Ario Bayu', 'Christian Sugiono', 'Sarita Thaib', 'Dimi Cindyastira', 'Lei-Lei Bavoil', 'Chase Kuertz', 'Mian Tiara', nan, nan]",123.0,13.0,
Winter in Tokyo,2016,"A woman named Keiko Ishida (Pamela Bowie), the librarian, who lives in a small apartment on the outskirts of Tokyo, gets a new neighbor, Kazuto Nishimura (Dion Wiyoko) who returns to Tokyo after 10 years living in America.",Romance,13+,7.8,17.0,Indonesian,Fajar Bustomi,"['Dion Wiyoko', 'Pamela Bowie', 'Morgan Oey', 'Kimberly Ryder', 'Ferry Salim', 'Brandon Salim', 'Brigitta Cynthia', nan, nan, nan, nan, nan, nan, nan, nan]",103.0,13.0,
Ziarah,2016,"Madam Sri is on the search for the grave of her husband who disappeared during the Indonesian National Revolution. Along the way, her grandson looks for her through various conversations ...",Drama,13+,8.0,29.0,Indonesian,B.W. Purba Negara,"['Ponco Sutiyem', 'Rukman Rosadi', 'Ledjar Subroto', 'Vera Prifatamasari', 'E. Suhardjendro', 'Sasmo Wiyanto', 'Sugeng Prihatin', 'Supriyanto', 'Harso Diyono', 'Sartorejo', 'Fajar Suharno', 'Arief Akhmad Yani', 'Mulyani', 'Sri Mulyani', 'Natasya Putri Sastrosoemarto']",87.0,13.0,
About A Woman,2015,"A widow of 65 lives alone but denies she is lonely. Her family sends her in-law's nephew, teenager Abi, to help around the house. The widow, who is starting to feel insecure about her ...",Drama,D,8.6,19.0,Indonesian,Teddy Soeriaatmadja,"['Rendy Ahmad', 'Anneke Jodi', 'Tutie Kirana', 'Ringgo Agus Rahman', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",76.0,21.0,
Bulan Terbelah di Langit Amerika,2015,"A husband and wife, Hanum and Rangga, are trying to uncover what really happened in 9/11 tragedy from their point of view.",Adventure,17+,6.0,213.0,Indonesian,Rizal Mantovani,"['Acha Septriasa', 'Abimana Aryasatya', 'Nino Fernandez', 'Rianti Cartwright', 'Hannah Al Rashid', 'Nur Fazura', 'Michael Abts', 'Laval Alsbrooks Jr.', 'Daniel Danielson', 'Gys de Villiers', 'Hailey Franco', 'Nicholas M. Garofolo', 'Nancy Marlowe Gordon', 'Wanning Jen', 'Nick Mosse']",109.0,17.0,
Epen Cupen the Movie,2015,"Celo a young man from Papua, prompting his father to go look for the lost twin brother since childhood. Celo set off by following the instructions of the dream of his father who saw his ...",Comedy,SU,5.3,26.0,Indonesian,Irham Acho Bahtiar,"['Keisha Shadè Akinyemi', 'Abdur Arsyad', 'Nato Beko', 'Babe Cabita', 'Klemen Awi Celo', 'Deddy Mahendra Desta', 'Fico Fachriza', 'Pierre Gruno', 'Edward Gunawan', 'Marissa Nasution', 'Temon Rarameha', 'Uus', nan, nan, nan]",91.0,0.0,
Lily Bunga Terakhirku,2015,"As a child, Tura, witnessed thieves to rape and kill his mother. After he buried her mother in the back garden of his home, he takes care of himself until adulthood and became a florist ...",Drama,17+,7.8,12.0,Indonesian,Indra Birowo,"['Salvita Decorte', 'Baim Wong', 'Wulan Guritno', 'Haykal', 'Zidane', 'Tanta Ginting', 'Abdurrahaman', 'Verdi Solaiman', 'Mike Lucock', 'Ilya Sigma', 'Caradith', 'Ameliia dyah ayu Pamukir', 'Tamiraz', 'Tutry', 'Gracia']",83.0,17.0,
Pizza Man,2015,Three girls waking up from a hang over only to find the house is trashed and a mysterious pizza delivery guy is in a coma in their bathtub. They have to remember what happened the night ...,Action,SU,6.1,14.0,Indonesian,Ceppy Gober,"['Joanna Alexandra', 'Yuki Kato', 'Karina Nadila', 'Gandhi Fernando', 'Chika Waode', 'Kemal Palevi', 'Babe Cabita', 'Dhea Ananda', 'Rangga Djoned', 'Bran Vargas', 'Henky Solaiman', 'Zerny Rusmalia', 'Dennis Adhiswara', 'Meisya Siregar', 'Novita Angie']",90.0,0.0,
Romeo + Rinjani,2015,"Romeo (Deva Mahenra), works as a freelance photographer for an outdoor adventure magazine. One day, he got a job to take photographs on Mount Rinjani. On the way to Rinjani, Romeo meets someone who will change his life.",Adventure,R,6.1,11.0,Indonesian,Fajar Bustomi,"['Deva Mahenra', 'Kimberly Ryder', 'Alexa Key', 'Donna Harun', 'Fico Fachriza', 'Jessyca Stefani Auryn', 'Novi Herlina', 'Gary M. Iskak', 'Ananda Fatturahman', 'Sam Brodie', 'Sammy Notaslimboy', 'Sandrinna Michelle', 'Uus', 'Amel Alvie', 'Ranty Purnamasari']",85.0,13.0,
Single,2015,A single man desperately looking for a girl that brings him into an unforgettable journey.,Comedy,13+,6.8,628.0,Indonesian,Raditya Dika,"['Raditya Dika', 'Annisa Rawles', 'Chandra Liow', 'Pandji Pragiwaksono', 'Babe Cabita', 'Frederick Alexander', 'Tinna Harahap', 'Rina Hasyim', 'Dede Yusuf', 'Dewi Hughes', 'Elvira Devinamira', 'Pevita Pearce', nan, nan, nan]",127.0,13.0,
The Wedding & Bebek Betutu,2015,"""The Crew"" trying hard to find the one behind the blackmail which threatens the wedding of their boss' daughter. They have to find the best ""Bebek Betutu"" recipe as requested by the very important soon to be parents in law in 24 hours.",Comedy,SU,6.8,26.0,Indonesian,Hilman Mutasi,"['Tora Sudiro', 'Aming Sugandhi', 'Ananda Omesh', 'Sogi Indra Dhuaja', 'Tike Priatnakusumah', 'Edric Tjandra', 'Ence Bagus', 'Ibob Tarigan', 'Mieke Amalia', 'Ronal Surapradja', 'Adinda Thomas', 'T.J.', 'Indra Birowo', 'Virnie Ismail', 'Marcel Chandrawinata']",109.0,0.0,
Tuyul: Part 1,2015,Husband and Wife move to an old house before the birth of their firstborn child. Suddenly they find a mysterious bottle underneath the broken wooden floor. The bottle might be home to a creature that could potentially put them in danger.,Horror,D,6.0,90.0,Indonesian,Billy Christian,"['Dinda Kanyadewi', 'Gandhi Fernando', 'Citra Prima', 'Ingrid Widjanarko', 'Karina Nadila', 'Topan Dicky', 'Dini Vitri', 'Allan Wangsa', 'Bubah Alfian', 'Frans Nicholas', 'Dimas Hary', 'Neny Aggraeni', nan, nan, nan]",95.0,21.0,
Comic 8,2014,Eight young people from various backgrounds and life stories coincidentally rob a bank at the same time.,Action,17+,7.0,839.0,Indonesian,Anggy Umbara,"['Ernest Prakasa', 'Kemal Palevi', 'Arie Kriting', 'Fico Fachriza', 'Babe Cabita', 'Bintang Timur', 'Mongol Stres', 'Mudy Taylor', 'Indro Warkop', 'Ence Bagus', 'Candil', 'Kiki Fatmala', 'Agung Hercules', 'Agus Kuncoro', 'Cak Lontong']",106.0,17.0,
Danau Hitam,2014,"After 5 friends find mysterious chest at the lake, dreams and terrors begin to haunted them.",Horror,13+,6.1,7.0,Indonesian,Jose Poernomo,"['Ganindra Bimo', 'Nadine Chandrawinata', 'Maria Selena', 'Denny Sumargo', 'Daniel Topan', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",90.0,13.0,
Malam Minggu Miko Movie,2014,"This movie is a widescreen version of a TV series with the same name, and in the same universe as Cinta Dalam Kardus. The film still follows a boy named Miko who went through Saturday night after Saturday night in search of his true love.",Comedy,R,7.4,16.0,Indonesian,Raditya Dika,"['Ryan Adriandhy', 'Sheila Dara Aisha', 'Andovi Da Lopez', 'Jovial Da Lopez', 'Mentari De Marelle', 'Raditya Dika', 'Rina Hasyim', 'Suzuki Nobuyuki', 'Hadian Saputra', 'Henky Solaiman', nan, nan, nan, nan, nan]",90.0,13.0,
Tabula Rasa,2014,"Hans was a young man from Serui, Papua, who has a dream to become a professional football player. But things turn out don't come his way, and when Hans had almost lost hope, he met Mak, a restaurant owners.",Drama,SU,7.6,118.0,Indonesian,Adriyanto Dewo,"['Jimmy Kobogau', 'Dewi Irawan', 'Yayu A.W. Unru', 'Ozzol Ramdan', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",107.0,0.0,
The Raid 2,2014,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Action,R,8.0,112091.0,Indonesian,Gareth Evans,"['Iko Uwais', 'Arifin Putra', 'Tio Pakusadewo', 'Oka Antara', 'Alex Abbad', 'Cecep Arif Rahman', 'Julie Estelle', 'Very Tri Yulisman', 'Ryûhei Matsuda', ""Ken'ichi Endô"", 'Kazuki Kitamura', 'Yayan Ruhian', 'Cok Simbara', 'Roy Marten', 'Epy Kusnandar']",150.0,13.0,
After the Dark,2013,"At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse.",Drama,R,5.7,20979.0,English,John Huddles,"[""James D'Arcy"", 'Sophie Lowe', 'Daryl Sabara', 'Freddie Stroma', 'Rhys Wakefield', 'Bonnie Wright', 'Jacob Artist', 'George Blagden', 'Philippa Coulthard', 'Katie Findlay', 'Natasha Gott', 'Taser Hassan', 'Chanelle Bianca Ho', 'Darius Homayoun', 'Cinta Laura Kiehl']",107.0,13.0,
Coboy Junior: The Movie,2013,"The young boy band group called Coboy Junior's (Bastian, Iqbal, Aldi, Kiki) struggle to participate in the biggest singing and dancing competition in Indonesia.",Drama,13+,3.8,125.0,Indonesian,Anggy Umbara,"['Iqbaal Dhiafakhri Ramadhan', 'Teuku Ryzki', 'Bastian Bintang Simbolon', 'Alvaro Maldini Siregar', 'Abimana Aryasatya', 'Nirina Zubir', 'Dewi Sandra', 'Iwa K.', 'Ananda Omesh', 'Irgi Fahrezi', 'Ersa Mayori', 'Charles Bonar Sirait', 'Meisya Siregar', 'Joe Project P.', 'Hera Helmy']",90.0,13.0,
The Sinking of Van Der Wijck,2013,"Adapted from a classic novel with the same title, the movie tells a love story between Zainuddin, Hayati, and Aziz. With the difference in social background lead Zainuddin and Hayati's true love to a tragedy on sailing Van Der Wijck ship.",Drama,13+,7.6,1023.0,Dutch,Sunil Soraya,"['Herjunot Ali', 'Pevita Pearce', 'Reza Rahadian', 'Randy Nidji', 'Gesya Shandy', 'Kevin Andrean', 'Arzetti Bilbina', 'Jajang C. Noer', nan, nan, nan, nan, nan, nan, nan]",164.0,13.0,
V/H/S/2,2013,"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.",Horror,R,6.0,35414.0,English,Simon Barrett,"['Lawrence Michael Levine', 'Kelsy Abbott', 'L.C. Holt', 'Simon Barrett', 'Mindy Robinson', 'Mónica Sánchez Navarro', 'Adam Wingard', 'Hannah Hughes', 'John T. Woods', 'Corrie Lynn Fitzpatrick', 'Brian Udovich', 'John Karyus', 'Casey Adams', 'Jay Saunders', 'Bette Cassatt']",96.0,13.0,
